Date,Open,High,Low,Close,Adj Close,Volume
2021-02-25,70.811066,71.564888,70.687019,71.202293,68.101440,10906955
2021-02-26,71.030533,71.288170,69.217560,69.293892,66.276138,17644862
2021-03-01,69.856873,70.028625,68.874046,69.064888,66.057106,12594864
2021-03-02,69.503815,70.124046,69.083969,69.513359,66.486053,16047290
2021-03-03,69.484734,70.353050,69.103050,69.942749,66.896736,13939972
2021-03-04,69.828247,69.961830,68.435112,68.864502,65.865448,15975188
2021-03-05,69.188934,70.047707,68.711830,69.780533,66.741585,12241164
2021-03-08,70.963737,72.099236,70.038170,70.772903,67.690735,15391347
2021-03-09,71.145035,72.003815,70.734734,70.744278,67.663361,14189920
2021-03-10,71.335876,71.784348,70.706108,71.335876,68.229195,12827310
2021-03-11,71.459923,71.908394,71.173660,71.211830,68.110550,13205324
2021-03-12,70.639313,71.459923,70.601143,71.183205,68.681358,11493940
2021-03-15,72.041985,73.053436,71.641220,72.738548,70.182045,17999295
2021-03-16,72.662216,73.635498,72.652672,73.291985,70.716026,15697887
2021-03-17,73.215652,73.950378,72.490456,73.759544,71.167145,17533878
2021-03-18,73.721375,74.608780,73.673660,73.730919,71.139534,14274179
2021-03-19,73.711830,74.666031,72.538170,73.959923,71.360481,58225203
2021-03-22,72.328247,74.427483,72.080154,73.959923,71.360481,11352879
2021-03-23,73.559158,73.778625,72.547707,72.776718,70.218872,11651245
2021-03-24,72.585876,73.167938,72.433205,72.748093,70.191246,9135416
2021-03-25,72.919846,73.101143,71.860687,72.585876,70.034737,10700918
2021-03-26,72.662216,73.921753,72.375954,73.845421,71.250008,10389767
2021-03-29,73.778625,74.952293,73.635498,74.713737,72.087807,11448562
2021-03-30,74.427483,74.503815,73.272903,73.435112,70.854118,10123366
2021-03-31,73.568703,74.131676,73.129768,73.559158,70.973816,13598219
2021-04-01,73.625954,73.912216,73.301529,73.559158,70.973816,9121373
2021-04-05,73.969467,74.341606,73.263359,73.473282,70.890953,9828144
2021-04-06,73.387405,73.416031,72.175575,72.318703,69.776947,13394698
2021-04-07,72.595421,72.900764,72.251907,72.633591,70.080772,8970566
2021-04-08,72.595421,72.900764,71.832062,72.032440,69.500748,12007984
2021-04-09,72.051529,72.881676,71.975189,72.814888,70.255692,8177439
2021-04-12,72.872139,73.091606,72.500000,72.729012,70.172836,9970672
2021-04-13,72.490456,73.244278,72.395035,72.929390,70.366173,8627346
2021-04-14,72.805344,73.272903,72.538170,72.900764,70.338554,8415545
2021-04-15,72.566795,73.788170,72.566795,73.148857,70.577927,14541734
2021-04-16,73.711830,74.188934,73.301529,73.921753,71.323654,12512806
2021-04-19,74.141220,74.227097,73.444656,74.103050,71.498581,8536903
2021-04-20,74.122139,75.515266,74.122139,74.971375,72.336395,11009345
2021-04-21,75.314888,75.849236,75.066795,75.601143,72.944023,11817248
2021-04-22,75.381676,75.438934,74.007637,74.389313,71.774780,13330560
2021-04-23,74.293892,74.618324,73.912216,74.312981,71.701134,8598840
2021-04-26,74.293892,74.341606,73.759544,73.979012,71.378899,7834219
2021-04-27,73.874046,74.370232,73.683205,73.816795,71.222389,9095802
2021-04-28,74.055344,74.456108,73.339699,73.559158,70.973816,11628398
2021-04-29,72.041985,72.270988,69.513359,70.305344,67.834351,30602753
2021-04-30,70.209923,71.641220,70.114502,71.087784,68.589294,18052114
2021-05-03,70.858780,72.538170,70.820610,72.500000,69.951874,12543302
2021-05-04,72.595421,72.967560,72.070610,72.509544,69.961090,10418587
2021-05-05,72.614502,74.169846,72.270988,74.141220,71.535408,16795143
2021-05-06,73.893127,74.293892,73.177483,74.217560,71.609070,12871641
2021-05-07,74.437019,75.057251,74.322517,74.818703,72.189079,12237496
2021-05-10,75.209923,75.553436,74.580154,74.589699,71.968132,10939758
2021-05-11,74.265266,75.057251,73.616409,73.912216,71.314468,12148102
2021-05-12,74.150764,74.933205,73.759544,74.427483,71.811615,13379711
2021-05-13,74.322517,75.372139,74.083969,75.085876,72.446861,10830451
2021-05-14,75.438934,75.524811,74.637405,74.704201,72.078613,8273122
2021-05-17,75.066795,76.498093,74.990456,76.211830,73.533249,12532508
2021-05-18,75.706108,76.145035,75.276718,75.744278,73.082130,7943106
2021-05-19,75.314888,75.763359,74.379768,75.725189,73.063705,9132796
2021-05-20,75.314888,76.326340,75.286263,76.011452,73.339912,7345222
2021-05-21,76.269081,76.660301,75.458015,75.553436,72.897995,10863987
2021-05-24,75.887405,76.001907,75.343513,75.410301,72.759895,8737910
2021-05-25,75.381676,75.620232,73.912216,73.950378,71.351280,14331714
2021-05-26,73.998093,74.208015,73.444656,73.692749,71.102699,9686454
2021-05-27,73.950378,74.045799,72.404579,72.442749,69.896637,17675149
2021-05-28,72.538170,72.900764,72.328247,72.414124,69.869026,13969735
2021-06-01,72.576340,72.652672,71.593513,71.736641,69.215347,15798914
2021-06-02,71.860687,72.604965,71.822517,72.395035,69.850594,11830453
2021-06-03,73.220001,74.000000,72.900002,73.910004,71.312317,15974400
2021-06-04,74.199997,74.480003,73.900002,74.110001,71.505287,12728500
2021-06-07,74.139999,74.199997,72.779999,72.800003,70.241333,16794400
2021-06-08,72.949997,73.169998,72.080002,72.400002,69.855392,13657700
2021-06-09,73.000000,74.300003,72.949997,74.040001,71.437752,12258700
2021-06-10,75.230003,76.470001,74.739998,76.139999,73.463936,17236700
2021-06-11,76.709999,76.860001,75.610001,76.269997,73.589371,13928400
2021-06-14,75.739998,75.800003,74.879997,75.449997,73.423927,7841400
2021-06-15,75.500000,75.769997,74.720001,75.699997,73.667213,14185700
2021-06-16,76.220001,77.550003,76.190002,76.610001,74.552788,17576900
2021-06-17,76.339996,77.470001,75.989998,77.230003,75.156143,14233200
2021-06-18,76.739998,77.220001,76.160004,76.610001,74.552788,19351900
2021-06-21,76.889999,77.290001,76.550003,76.750000,74.689026,10880800
2021-06-22,76.589996,76.739998,76.010002,76.190002,74.144073,10957500
2021-06-23,75.849998,76.260002,75.550003,75.580002,73.550453,9539100
2021-06-24,75.730003,76.639999,75.730003,76.360001,74.309502,8601900
2021-06-25,76.059998,77.970001,76.050003,77.199997,75.126945,50285200
2021-06-28,77.250000,77.739998,76.790001,76.860001,74.796074,8796200
2021-06-29,77.000000,77.330002,76.820000,77.209999,75.136673,7696600
2021-06-30,77.400002,78.089996,77.230003,77.769997,75.681633,13811900
2021-07-01,77.650002,78.150002,77.510002,77.989998,75.895721,9212000
2021-07-02,78.040001,78.769997,77.760002,78.599998,76.489349,7668000
2021-07-06,78.139999,78.349998,77.559998,78.110001,76.012505,6720500
2021-07-07,78.410004,78.610001,78.129997,78.559998,76.450424,8275100
2021-07-08,77.769997,78.300003,77.309998,78.120003,76.022247,8400400
2021-07-09,78.419998,78.690002,77.940002,77.989998,75.895721,6006500
2021-07-12,77.550003,78.430000,77.389999,77.550003,75.467537,11087900
2021-07-13,77.400002,77.769997,77.239998,77.610001,75.525932,6465800
2021-07-14,77.599998,77.720001,76.879997,77.620003,75.535667,7163200
2021-07-15,77.620003,78.040001,77.209999,77.900002,75.808144,7041300
2021-07-16,78.010002,78.379997,77.629997,78.019997,75.924919,7638200
2021-07-19,77.809998,78.339996,76.150002,77.050003,74.980980,9830600
2021-07-20,77.190002,78.129997,75.949997,76.169998,74.124596,11627600
2021-07-21,76.320000,76.459999,75.639999,76.389999,74.338699,7429300
2021-07-22,76.599998,76.790001,76.080002,76.529999,74.474937,8708900
2021-07-23,76.800003,77.680000,76.730003,77.540001,75.457817,6560800
2021-07-26,77.459999,77.610001,76.959999,77.239998,75.165863,5071800
2021-07-27,77.169998,78.129997,76.739998,77.849998,75.759483,8136000
2021-07-28,77.860001,78.669998,77.470001,78.330002,76.226593,11037900
2021-07-29,77.550003,77.919998,76.809998,76.930000,74.864189,11583000
2021-07-30,77.120003,77.760002,76.769997,76.870003,74.805809,13004500
2021-08-02,76.930000,77.260002,76.139999,76.180000,74.134331,9083400
2021-08-03,76.360001,76.809998,76.190002,76.410004,74.358162,9952400
2021-08-04,76.489998,76.489998,75.459999,75.480003,73.453133,10893400
2021-08-05,75.519997,75.690002,74.930000,75.589996,73.560165,8701600
2021-08-06,75.620003,75.660004,74.989998,75.440002,73.414200,8670700
2021-08-09,75.849998,76.220001,75.000000,75.320000,73.297432,7867000
2021-08-10,75.150002,75.360001,74.820000,75.190002,73.170921,11243100
2021-08-11,75.580002,75.769997,75.139999,75.209999,73.190376,6952200
2021-08-12,75.120003,76.059998,75.059998,76.040001,73.998093,6077100
2021-08-13,76.360001,76.769997,76.220001,76.720001,74.659836,6810400
2021-08-16,76.730003,78.010002,76.639999,77.930000,75.837341,9368400
2021-08-17,77.900002,79.059998,77.830002,78.830002,76.713173,10311600
2021-08-18,78.879997,79.070000,77.750000,77.790001,75.701096,7459100
2021-08-19,77.709999,79.139999,77.709999,78.459999,76.353104,8865400
2021-08-20,78.529999,79.199997,78.220001,78.680000,76.567200,6284200
2021-08-23,79.110001,79.230003,78.339996,78.379997,76.275253,6492600
2021-08-24,78.269997,78.269997,77.540001,77.720001,75.632988,8698100
2021-08-25,77.809998,77.809998,76.400002,77.070000,75.000427,7045800
2021-08-26,77.110001,77.320000,76.510002,76.570000,74.513855,6640400
2021-08-27,76.809998,76.970001,76.169998,76.300003,74.251122,6010000
2021-08-30,76.300003,76.839996,76.209999,76.500000,74.445740,7339700
2021-08-31,76.790001,77.099998,76.029999,76.290001,74.241379,10949500
2021-09-01,76.220001,76.800003,75.830002,76.180000,74.134331,9187200
2021-09-02,76.480003,77.139999,76.169998,77.120003,75.049088,6559400
2021-09-03,77.260002,77.379997,76.690002,77.260002,75.185326,6629800
2021-09-07,76.589996,76.870003,75.169998,75.980003,73.939705,13979500
2021-09-08,75.970001,75.970001,74.800003,75.360001,73.336349,8243000
2021-09-09,75.190002,75.190002,73.599998,73.820000,71.837708,14628700
2021-09-10,73.980003,74.209999,73.120003,73.449997,71.477638,11084500
2021-09-13,73.769997,73.830002,72.860001,73.180000,71.214897,11245200
2021-09-14,73.050003,73.139999,72.059998,72.110001,70.802505,15202800
2021-09-15,72.080002,73.150002,71.879997,72.809998,71.489815,12555900
2021-09-16,73.019997,73.019997,71.690002,71.970001,70.665047,14818900
2021-09-17,71.190002,72.000000,70.889999,71.680000,70.380310,43406600
2021-09-20,71.160004,72.610001,71.120003,71.930000,70.625778,15989400
2021-09-21,72.480003,72.680000,71.769997,71.970001,70.665047,11995900
2021-09-22,72.330002,72.410004,71.860001,72.040001,70.733780,9028700
2021-09-23,72.680000,74.040001,72.570000,73.050003,71.725464,12813500
2021-09-24,73.589996,74.629997,73.349998,73.610001,72.275307,14714700
2021-09-27,73.510002,74.269997,73.339996,73.360001,72.029846,8630600
2021-09-28,73.550003,73.820000,72.660004,73.320000,71.990570,11836200
2021-09-29,73.610001,75.699997,73.580002,75.089996,73.728470,16054500
2021-09-30,75.580002,76.650002,75.099998,75.110001,73.748116,16248600
2021-10-01,81.559998,84.339996,80.629997,81.400002,79.924065,102497300
2021-10-04,84.169998,84.559998,82.419998,83.099998,81.593231,53553300
2021-10-05,82.779999,83.389999,81.300003,81.599998,80.120438,28977800
2021-10-06,81.500000,81.680000,80.150002,80.660004,79.197487,17608000
2021-10-07,81.540001,82.669998,81.029999,81.940002,80.454269,14190500
2021-10-08,81.669998,81.800003,80.529999,80.629997,79.168022,12121100
2021-10-11,81.639999,81.639999,79.870003,79.930000,78.480713,11279700
2021-10-12,80.180000,80.180000,79.250000,79.589996,78.146881,10945000
2021-10-13,79.589996,79.660004,78.779999,78.949997,77.518478,9462600
2021-10-14,78.970001,79.669998,77.980003,78.330002,76.909729,14607900
2021-10-15,78.199997,79.059998,77.980003,78.330002,76.909729,12866800
2021-10-18,78.739998,78.739998,77.110001,77.150002,75.751129,13075500
2021-10-19,78.730003,79.519997,78.110001,79.489998,78.048691,15577100
2021-10-20,79.320000,81.250000,79.309998,81.070000,79.600044,11465500
2021-10-21,81.110001,81.260002,80.279999,81.169998,79.698235,9893600
2021-10-22,81.150002,81.480003,80.879997,81.150002,79.678596,7543600
2021-10-25,81.029999,81.720001,79.949997,81.660004,80.179352,9365900
2021-10-26,81.900002,82.360001,81.709999,82.250000,80.758644,9352500
2021-10-27,82.480003,82.480003,81.300003,81.540001,80.061523,8465400
2021-10-28,83.379997,86.860001,83.169998,86.550003,84.980690,28854700
2021-10-29,86.489998,88.459999,86.169998,88.050003,86.453491,18678600
2021-11-01,88.050003,88.629997,87.290001,87.839996,86.247292,10943900
2021-11-02,88.230003,90.419998,87.480003,89.019997,87.405891,14671400
2021-11-03,88.769997,89.419998,88.209999,88.680000,87.072067,10883900
2021-11-04,90.370003,91.400002,89.269997,90.540001,88.898338,19519800
2021-11-05,82.290001,84.000000,81.349998,81.610001,80.130257,37623900
2021-11-08,80.410004,82.879997,79.879997,82.680000,81.180855,18655700
2021-11-09,83.620003,83.709999,81.910004,82.720001,81.220123,10512000
2021-11-10,83.309998,84.019997,82.699997,84.010002,82.486740,9855900
2021-11-11,83.919998,84.260002,83.529999,84.019997,82.496552,5761500
2021-11-12,83.839996,84.199997,83.050003,84.000000,82.476921,8206700
2021-11-15,84.150002,84.180000,83.400002,83.690002,82.172546,7108200
2021-11-16,83.669998,84.690002,83.250000,84.110001,82.584923,10565200
2021-11-17,84.370003,84.669998,82.589996,82.599998,81.102303,10286300
2021-11-18,82.300003,83.139999,82.019997,83.050003,81.544151,9833600
2021-11-19,82.370003,82.750000,80.620003,80.699997,79.236755,17581100
2021-11-22,81.000000,82.070000,80.540001,81.639999,80.159714,10880200
2021-11-23,81.489998,83.589996,81.339996,82.800003,81.298683,12130800
2021-11-24,82.800003,82.900002,81.959999,82.279999,80.788101,8537000
2021-11-26,78.730003,79.930000,77.110001,79.160004,77.724686,18022000
2021-11-29,76.419998,77.500000,74.000000,74.889999,73.532104,34192400
2021-11-30,74.750000,75.029999,73.839996,74.910004,73.551743,30179900
