Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,78.244278,78.330154,76.221375,77.251907,73.887581,10502637
2021-01-05,76.975189,77.671753,76.250000,77.385498,74.015358,10956526
2021-01-06,76.889313,78.950378,76.631676,78.606873,75.183540,10521396
2021-01-07,78.769081,80.505722,78.311066,80.171753,76.680267,10447931
2021-01-08,80.505722,80.505722,78.769081,79.227097,75.776749,9563105
2021-01-11,79.675575,81.679390,79.437019,81.106873,77.574661,13488179
2021-01-12,81.221375,81.240456,78.769081,79.284348,75.831505,10128606
2021-01-13,79.551529,79.551529,78.454201,78.568703,75.147026,10093812
2021-01-14,78.645035,79.007637,78.129768,78.406487,74.991882,11366398
2021-01-15,78.091606,79.675575,77.824425,79.561066,76.096176,10203538
2021-01-19,79.742363,80.057251,78.874046,79.379768,75.922775,8467316
2021-01-20,79.437019,79.723282,78.501907,78.683205,75.256546,11097901
2021-01-21,78.062981,78.530533,77.251907,77.461830,74.088364,9043716
2021-01-22,77.185112,77.700378,77.061066,77.270988,73.905830,9436926
2021-01-25,77.013359,77.471375,76.393127,77.433205,74.060982,9957677
2021-01-26,77.433205,77.433205,76.459923,76.574425,73.239594,7748283
2021-01-27,76.202293,76.402672,73.320610,73.540077,70.337402,16230376
2021-01-28,73.549622,74.914124,73.540077,74.351143,71.113144,12972039
2021-01-29,74.417938,74.780533,72.891220,73.540077,70.337402,10671470
2021-02-01,74.417938,74.742363,73.797707,73.816795,70.602066,8224599
2021-02-02,74.227097,75.305344,74.141220,74.208015,70.976257,9866710
2021-02-03,74.083969,74.570610,73.616409,73.778625,70.565567,10034810
2021-02-04,73.444656,73.482826,72.080154,72.547707,69.388252,18867563
2021-02-05,72.929390,73.454201,71.956108,72.328247,69.178360,13901825
2021-02-08,72.375954,72.700378,71.240456,71.603050,68.484734,16718534
2021-02-09,71.660301,71.727097,70.954201,71.603050,68.484734,13484616
2021-02-10,71.870232,71.927483,71.125954,71.459923,68.347847,11721566
2021-02-11,71.383591,71.660301,70.830154,71.316795,68.210938,8780982
2021-02-12,71.297707,71.669846,71.125954,71.564888,68.448219,6738116
2021-02-16,71.917938,71.975189,70.658394,70.849236,67.763741,9734453
2021-02-17,71.049622,72.576340,70.963737,72.080154,68.941055,13876463
2021-02-18,71.822517,72.404579,71.603050,71.956108,68.822418,10004627
2021-02-19,71.984734,72.051529,70.858780,70.906487,67.818504,12388198
2021-02-22,71.087784,71.622139,70.353050,71.498093,68.384346,8612464
2021-02-23,71.841606,72.480919,71.049622,71.125954,68.028412,10900458
2021-02-24,71.374046,71.822517,70.982826,71.154579,68.055794,9838834
